"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"2406","05/15/2002","Arizona","Indian Fire","Fire Management Assistance Declaration"
"2405","05/14/2002","California","Antonio Fire","Fire Management Assistance Declaration"
"1414","05/07/2002","Kentucky","Severe Storms, Tornadoes and Flooding","Major Disaster Declaration"
"2404","05/07/2002","New Mexico","Dalton Fire","Fire Management Assistance Declaration"
"1413","05/06/2002","Michigan","Flooding","Major Disaster Declaration"
"1412","05/06/2002","Missouri","Severe Storms and Tornadoes","Major Disaster Declaration"
"2403","05/05/2002","Colorado","Black Mountain Fire","Fire Management Assistance Declaration"
"1410","05/05/2002","West Virginia","Severe Storms, Flooding, and Landslides","Major Disaster Declaration"
"1411","05/05/2002","Virginia","Severe Storms and Tornado","Major Disaster Declaration"
"2402","05/01/2002","New Mexico","Penasco Fire","Fire Management Assistance Declaration"
"1409","05/01/2002","Maryland","Tornado","Major Disaster Declaration"
"2401","05/01/2002","Colorado","Cuerna Verde Fire","Fire Management Assistance Declaration"
"2400","04/30/2002","Arizona","Ryan Fire","Fire Management Assistance Declaration"
"2399","04/23/2002","Colorado","Snaking Fire","Fire Management Assistance Declaration"
"1408","04/05/2002","Tennessee","Storms and Flooding","Major Disaster Declaration"
"1407","04/04/2002","Kentucky","Storms and Flooding","Major Disaster Declaration"
"1406","04/02/2002","Virginia","Storms and Flooding","Major Disaster Declaration"
"2398","03/23/2002","New Mexico","Kokopelli Fire Complex","Fire Management Assistance Declaration"
"1405","03/12/2002","Oregon","Severe Winter Windstorm with High Winds","Major Disaster Declaration"
"1404","03/01/2002","New York","Snowstorm","Major Disaster Declaration"
"2397","02/28/2002","Virginia","Fultz Run Fire","Fire Management Assistance Declaration"
"2396","02/11/2002","California","Gavilan Fire","Fire Management Assistance Declaration"
"1403","02/06/2002","Missouri","Ice Storm","Major Disaster Declaration"
"1402","02/06/2002","Kansas","Ice Storm","Major Disaster Declaration"
"1401","02/01/2002","Oklahoma","Ice Storm","Major Disaster Declaration"
"1400","01/24/2002","Arkansas","Severe Storms and Flooding","Major Disaster Declaration"
