"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"4127","07/10/2013","Montana","Flooding","Major Disaster Declaration"
"5034","07/05/2013","Nevada","Carpenter 1 Fire","Fire Management Assistance Declaration"
"5033","07/02/2013","Arizona","Dean Peak Fire","Fire Management Assistance Declaration"
"4126","07/02/2013","Iowa","Severe Storms, Tornadoes, and Flooding","Major Disaster Declaration"
"5032","06/30/2013","Arizona","Yarnell Hill Fire","Fire Management Assistance Declaration"
"4125","06/28/2013","South Dakota","Severe Storms, Tornado, and Flooding ","Major Disaster Declaration"
"4124","06/25/2013","Arkansas","Severe Storms, Tornadoes, and Flooding","Major Disaster Declaration"
"4123","06/25/2013","Standing Rock Sioux Tribe","Severe Storms and Flooding","Major Disaster Declaration"
"4122","06/25/2013","Alaska","Flooding","Major Disaster Declaration"
"5030","06/21/2013","Colorado","East Peak Fire","Fire Management Assistance Declaration"
"5031","06/21/2013","Colorado","West Fork Fire Complex","Fire Management Assistance Declaration"
"5029","06/19/2013","Arizona","Doce Fire","Fire Management Assistance Declaration"
"4121","06/18/2013","Michigan","Flooding","Major Disaster Declaration"
"4120","06/13/2013","Vermont","Severe Storms and Flooding","Major Disaster Declaration"
"5027","06/11/2013","Colorado","Black Forest Fire","Fire Management Assistance Declaration"
"5028","06/11/2013","Colorado","Royal Gorge Fire","Fire Management Assistance Declaration"
"5026","06/05/2013","New Mexico","Tres Lagunas Fire","Fire Management Assistance Declaration"
"5025","06/02/2013","California","Power House Fire","Fire Management Assistance Declaration"
"4119","05/31/2013","Iowa","Severe Storms, Straight-line Winds, and Flooding","Major Disaster Declaration"
"4118","05/29/2013","North Dakota","Flooding","Major Disaster Declaration"
"4117","05/20/2013","Oklahoma","Severe Storms and Tornadoes","Major Disaster Declaration"
"4115","05/10/2013","South Dakota","Severe Winter Storm and Snowstorm","Major Disaster Declaration"
"4116","05/10/2013","Illinois","Severe Storms, Straight-Line Winds and Flooding","Major Disaster Declaration"
"4114","05/06/2013","Iowa","Severe Winter Storm","Major Disaster Declaration"
"4113","05/03/2013","Minnesota","Severe Winter Storm","Major Disaster Declaration"
"5024","05/02/2013","California","Springs Fire","Fire Management Assistance Declaration"
"5023","05/01/2013","California","Summit Fire","Fire Management Assistance Declaration"
"3364","04/26/2013","North Dakota","Flooding","Emergency Declaration"
"4112","04/26/2013","Kansas","Snowstorm","Major Disaster Declaration"
"4111","04/23/2013","New York","Severe Winter Storm and Snowstorm","Major Disaster Declaration"
"3363","04/19/2013","Texas","Explosion","Emergency Declaration"
"4110","04/19/2013","Massachusetts","Severe Winter Storm, Snowstorm, and Flooding","Major Disaster Declaration"
"3362","04/17/2013","Massachusetts","Explosions","Emergency Declaration"
"4109","04/08/2013","Oklahoma","Severe Winter Storm and Snowstorm","Major Disaster Declaration"
"4108","03/25/2013","Maine","Winter Storm, Snow Storm, Flooding","Major Disaster Declaration"
"4107","03/22/2013","Rhode Island","Severe Winter Storm and Snowstorm","Major Disaster Declaration"
"4106","03/21/2013","Connecticut","Severe Winter Storm and Snowstorm","Major Disaster Declaration"
"4105","03/19/2013","New Hampshire","Severe Winter Storm and Snowstorm","Major Disaster Declaration"
"4104","03/05/2013","Navajo Nation","Severe Freeze","Major Disaster Declaration"
"4103","03/01/2013","Eastern Band of Cherokee Indians","Severe Storms, Flooding, Landslides, and Mudslides","Major Disaster Declaration"
"4102","02/22/2013","Louisiana","Severe Storms and Flooding","Major Disaster Declaration"
"4101","02/13/2013","Mississippi","Severe Storms, Tornadoes, and Flooding","Major Disaster Declaration"
"3361","02/10/2013","Connecticut","Severe Winter Storm","Emergency Declaration"
"4100","01/29/2013","Arkansas","Severe Winter Storm","Major Disaster Declaration"
"4099","01/10/2013","Pennsylvania","Hurricane Sandy","Major Disaster Declaration"
"4098","01/03/2013","Ohio","Hurricane Sandy","Major Disaster Declaration"
